,use_category,use_subcategory,skintype,brand,product,size,price,details,ingredients,ratings,perc_respondrec,total_reviews,link,page
0,cleanser,face wash,oily,Awake Beauty,Travel Size Glow Smoothie Jelly Cleanser,Size 1.6 oz|,"Price
$14.00","Glow Smoothie Jelly Cleanser from Awake is a superfruit smoothie for super clean skin! This smooth-lather cleanser lifts dirt, oil & makeup without stripping skin - in a trial & travel size.

Who It's For: All skin types

What It Does:
apple amino acids helps hydrate & keep skin looking supple & healthy
acai berry powerful antioxidant packed with vitamins A, B, C, & E to restore moisture
pineapple-rich in Vitamin C to help brighten & even skin tone


The Awake Effect:

Fruit extracts like Acai berry, pineapple, raspberry & grapefruit are blended together just like a smoothie for your skin
Naturally rich in micronutrients, these ingredients keep your skin looking happy, healthy & supple.



Ingredients:
Apple amino acids
Acai berry
Pineapple","Water/Aqua/Eau, glycereth-18 ethylhexanoate, glycerin, sodium C14-16 olefin sulfonate, cocamidopropyl betaine, sodium cocoyl apple amino acids, glycereth-18, xanthan gum, sodium chloride, hexylene glycol, sodium levulinate, citric acid, butylene glycol, disodium EDTA, potassium sorbate, decyl glucoside, lauryl glucoside, citrus grandis (grapefruit) peel extract, tetrasodium EDTA, limonene, 1,2-hexanediol, agar, calcium alginate, gellan gum, DMDM hydantoin, phenoxyethanol, alcohol, citrus aurantium dulcis (orange) peel extract, pimpinella anisum (anise) fruit extract, rubus idaeus (raspberry) fruit extract, vanilla planifolia (vanilla) fruit extract, mica, propylene glycol, ananas sativus (pineapple) fruit extract, euterpe oleracea (açaí) fruit extract, gardenia jasminoides fruit extract, lavandula angustifolia (lavender) extract, prunus armeniaca (apricot) fruit extract, pyrus malus (apple) fruit extract, vitis vinifera (grape) fruit.",4.4,,7 Reviews,https://www.ulta.com/travel-size-glow-smoothie-jelly-cleanser?productId=pimprod2009717,3
1,cleanser,face wash,oily,Mario Badescu,Travel Size Acne Facial Cleanser,Size 2.0 oz|,"Price
$8.00","Deep clean pores so oily, congested skin feels exceptionally clean. Formulated with Salicylic Acid and a soothing botanical blend of Aloe, Chamomile, and Thyme, this daily face wash boasts exfoliating properties that help break down impurities and encourage a balanced, healthy-looking complexion.","Aqua (Water, Eau), Glycerin, Triethanolamine, Sodium Laureth Sulfate, Propylene Glycol, Isopropyl Alcohol, Salicylic Acid, Dimethicone, Aloe Barbadensis Leaf Juice, Chamomilla Recutita (Matricaria) Flower Extract, Thymus Vulgaris (Thyme) Leaf Extract, Sodium Hyaluronate, Carbomer, Parfum (Fragrance), Diazolidinyl Urea, Methylparaben, Propylparaben, Benzyl Benzoate, Benzyl Salicylate, Eugenol, Linalool.",4.3,,136 Reviews,https://www.ulta.com/travel-size-acne-facial-cleanser?productId=xlsImpprod6200799,3
2,cleanser,face wash,oily,Kiehl's Since 1851,Travel Size Calendula Deep Cleansing Foaming Face Wash,Size 2.5 oz|,"Price
$16.00","Calendula Deep Cleansing Foaming Face Wash from Kiehl's effectively removes dirt, oil and impurities while soothing and refreshing skin. Formulated with Calendula Flower Extract and Glycerin, this efficacious face wash leaves skin feeling instantly refreshed and soothed. With a creamy gel texture, this formula transforms into a dense foam.","Aqua/Water, Sodium Cocoyl Glycinate, Coco-Betaine, Glycerin, Acrylates Copolymer, Sodium Chloride, Phenoxyethanol, Citrus Limon Peel Oil/Lemon Peel Oil, Limonene, Sodium Hydroxide, Tetrasodium Edta, Propylene Glycol, Geranium Maculatum Oil, Citral, Calendula Officinalis Flower Extract, Cymbopogon Schoenanthus Oil, Artemisia Absinthium Extract, Citric Acid.",4.6,,171 Reviews,https://www.ulta.com/travel-size-calendula-deep-cleansing-foaming-face-wash?productId=pimprod2002800,3
3,cleanser,face wash,oily,INDIE LEE,Travel Size Brightening Cleanser,Size 1.0 oz|,"Price
$10.00","Indie Lee Brightening Cleanser gently washes away makeup and impurities. An antioxidant-rich formula with Strawberry Seed Oil, hydrolyzed Wheat Protein and Tomato extracts help strengthen, firm and protect, leaving the skin hydrated, silky and luminous. Doubles as an exfoliating mask if left for 5 minutes before rinsing.

Recommended for:
All Skin Types
Brightening
Uneven Texture and Dullness
Makeup Removal

Benefits:
Vegan
Cruelty-Free
Non-GMO
Paraben-Free
Silicone-Free

About Indie Lee:

In 2008, Indie Lee was diagnosed with a life-threatening brain tumor that doctors felt could be environmentally derived and attributed to something as simple as what she was putting on her skin. After learning that up to 60% of what we apply to our skin may be absorbed in as little as 26 seconds, Indie had her awakening. She embarked upon a wellness journey to create a clean beauty collection dedicated to inspiring and empowering others to be mindful about what they put on their skin as well as into their bodies.

Sourcing the world's finest ingredients and formulating with the help of leading, like-minded chemists, Indie Lee & Co. intrinsically blends nature and science to bring the most efficacious products to market without sacrificing safety. The brand's mission to provide healthier skincare options is embodied through its undertaking of rigorous testing protocols to ensure clean, high-performance products. Committed to creating change and building community in the clean lifestyle and wellness categories.

Their clean commitments:

Indie Lee is Leaping Bunny Certified, cruelty-free, and printed on FSC certified paper. Indie Lee products are always formulated without parabens, silicones, sulfates, DEAs, TEAs, petrolatum, formaldehyde, lead, phthalates, toluene, talc and GMO ingredients.

Indie Lee & Co is grounded in nature, supported through science, and inspired by life.","Water (Aqua/Eau), Decyl Glucoside (Veg. Oils & Sugar), Disodium Coco-Glucoside Citrate, Coco Glucoside (Coconut and Sunflower Oil), Glyceryl Oleate, Hydrolyzed Wheat Protein, Xanthan Gum, Fragaria Chiloensis (Strawberry) Seed Oil, Lycopene (Tomato), Propanediol, Ethylhexylglycerin, Potassium Sorbate.",4.3,,6 Reviews,https://www.ulta.com/travel-size-brightening-cleanser?productId=pimprod2014416,3
4,cleanser,face wash,oily,No7,Radiant Results Revitalising Micellar Cleansing Water,Size 6.7 oz|,"Price
$8.99","Cleanse your way to radiant & healthier looking skin in 1 week with No7's Radiant Results Revitalising Micellar Cleansing Water. Micellar particles capture make-up, impurities and pollutants, drawing them away from the skin for effortless cleansing in an instant. Removes even waterproof and long-lasting make-up. Works in one easy step to cleanse face, lips and eyes.

Benefits:
Fragrance-free
Formulated with No7's Tri-Vit Complex + Red Ginseng
Helps protect your skin's natural, healthy balance","Aqua (Water), Glycerin, Butylene Glycol, Polysorbate 20, PEG-6 Caprylic/Capric Glycerides, PEG-40 Hydrogenated Castor Oil, Sodium Citrate, Phenoxyethanol, Panthenol, Citric Acid, Sodium Methylparaben, Sodium Benzoate, Tocopheryl Acetate, Ascorbyl Glucoside, Tetrasodium EDTA, Panax Ginseng Root Extract.",3.9,,8 Reviews,https://www.ulta.com/radiant-results-revitalising-micellar-cleansing-water?productId=xlsImpprod18771049,3
5,cleanser,face wash,oily,Mario Badescu,Travel Size Enzyme Cleansing Gel,Size 2.0 oz|,"Price
$7.00",Cleanse twice daily with Mario Badescu's best-selling face wash. This Papaya and Grapefruit-infused formula removes excess oil and dulling surface impurities to rejuvenate the complexion¿leaving skin bright and refreshed.,"Aqua (Water,Eau), Glycerin, Propylene Glycol, PEG-8 Stearate, PPG-2 Hydroxyethyl Cocamide, Carica Papaya (Papaya) Fruit Extract, Citrus Grandis (Grapefruit) Fruit Extract, Carbomer, Sodium Chloride, Parfum (Fragrance), Phenoxyethanol, Methylparaben, Propylparaben, Triethanolamine, Diazolidinyl Urea, Mica, CI 77891 (Titanium Dioxide), CI 19140 (Yellow 5), CI 42090 (Blue 1), CI 15985 (Yellow 6).",4.3,,201 Reviews,https://www.ulta.com/travel-size-enzyme-cleansing-gel?productId=xlsImpprod6200797,3
6,cleanser,face wash,oily,My Clarins,RE-MOVE Micellar Cleansing Milk,Size 6.8 oz|,"Price
$20.00","My Clarins RE-MOVE micellar cleansing milk is an ultra-light, soothing facial cleanser with Moringa and Fig extracts leaves skin clean, radiant and refined with the gentle cleansing power of micellar technology.
Vegan-friendly formula - My Clarins is free of all animal-derived ingredients and was not tested on animals.
Free of phthalates
Free of parabens
Free of sulfates
Key Ingredients:
Moringa extract gently eliminates makeup and pollutants
Fig extract moisturizes and provides comfort
Who's it for/What Skin Types: All skin typesWhat else you should know:

My Clarins Collection contains:
88% natural ingredients (extracts of fruits, plants, flowers and seeds)*
A plant-based anti-pollution complex
5 organic ingredients
NO phthalates, parabens, sulfates
5% recycled glass & 25% recycled plastic*
Eco-friendly cartons - printed on paper from sustainably-managed forests
Dermatologist tested
*Except Pore-less and Clear-out

What to use it with:
My Clarins RE-BOOST refreshing hydrating cream or My Clarins RE-BOOST matifying hydrating cream
My Clarins RE-FRESH hydrating beauty mist
My Clarins RE-CHARGE relaxing sleep mask
My Clarins PORE-LESS blur and matte stick
My Clarins CLEAR-OUT targets imperfections
Research Results/Claims:

VISIBLE RESULTS
88% Purifies the skin*
87% Gently removes makeup*
*Consumer test - 111 women -14 days

Find ULTA Beauty stores that carry Clarins.Weekly Routine For My Clarins. Click here for Daily Routine Chart!.","Aqua/Water/Eau, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glycerin, Butylene Glycol, Propanediol, Decyl Glucoside, Phenoxyethanol, Propylene Glycol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Acrylate/ Sodium Acryloyldimethyl Taurate Copolymer, Parfum/Fragrance, Ethylhexylglycerin, Bisabolol, Citric Acid, Moringa Oleifera Seed Extract, Disodium Phosphate, Ficus Carica (Fig) Fruit Extract.",4.3,,167 Reviews,https://www.ulta.com/re-move-micellar-cleansing-milk?productId=pimprod2003551,3
7,cleanser,face wash,oily,ULTA,SkinSoak Foaming Cleanser,Size 4.0 oz|,"Price
$12.00","Our ULTA Beauty Collection Skinsoak Foaming Cleanser is a rich foaming cleanser that soaks skin in hydration while gently removing makeup and impurities. Hyaluronic acid and green tea extract hydrate and help protect skin from pollution and environmental stressors.

Benefits:
Water to foam formula won't dry out skin
Makeup, dirt, and impurities are rinsed cleanly away
Helps brighten and refine skintone
Free of parabens and sulfates
Not tested on animals","Water (Aqua), Glycerin, Sodium Lauroyl Sarcosinate, Cocamidopropyl Betaine, Sodium Cocoyl Glycinate, Phenoxyethanol, Propanediol, Panthenol, Sodium Chloride, Sorbitol, Fragrance (Parfum), Sodium Benzoate, Polysorbate 80, Ethylhexylglycerin, Citric Acid, Xanthan Gum, Camellia Sinensis Leaf Extract, Sodium Hyaluronate, Aronia Melanocarpa Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol.",4.2,,5 Reviews,https://www.ulta.com/skinsoak-foaming-cleanser?productId=pimprod2014889,3
8,cleanser,face wash,oily,No7,Radiant Results Purifying Clay Cleanser,Size 5.0 oz|,"Price
$8.99","Cleanse your way to radiant & healthier looking skin in 1 week with No7's Radiant Results Purifying Clay Cleanser. A soft, creamy clay cleanser that gently and thoroughly removes make-up, impurities, pollutants, and excess oil. Contains 10% clay to absorb oil and impurities, reduce the appearance of pores, and help mattify and deeply cleanse the skin. Leaves skin looking clearer and shine free, and feeling fresh and clean.

Benefits:
Formulated with No7's Tri-Vit Complex + Meadowsweet
Helps protect your skin's natural, healthy balance","Aqua (Water), Kaolin, Caprylic/Capric Triglyceride, Glycerin, Alcohol Denat., Isostearyl Isostearate, Cetearyl Alcohol, Glyceryl Stearate, Dimethicone, Butyrospermum Parkii (Shea) Butter, PEG-100 Stearate, Phenoxyethanol, Panthenol, Caprylyl Glycol, Xanthan Gum, Carbomer, Parfum (Fragrance), Tocopheryl Acetate, Butylene Glycol, Ascorbyl Glucoside, Ethylhexylglycerin, Potassium Hydroxide, Tetrasodium EDTA, Tetrasodium Pyrophosphate, Dipropylene Glycol, Spiraea Ulmaria Extract.",4,,6 Reviews,https://www.ulta.com/radiant-results-purifying-clay-cleanser?productId=xlsImpprod18771059,3
9,cleanser,face wash,oily,YourGoodSkin,Refreshing Face Wash,Size 5 oz|,"Price
$7.49","This Refreshing Face Wash from YourGoodSkin gently washes away make-up, excess oil and daily impurities. Skin looks healthy and feels instantly energized.

For all skin types","Water/Aqua, Glycerin, Cocamidopropyl Betaine, Lauryl Glucoside, Disodium Laureth Sulfosuccinate, Sodium Cocoamphoacetate, Sodium Chloride, Coco-Glucoside, Glyceryl Oleate, Citric Acid, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Betaine, Panthenol, Sodium Benzoate, PEG-200 Hydrogenated Glyceryl Palmate, Ascorbyl Glucoside, Tetrasodium EDTA, PEG-7 Glyceryl Cocoate, Glyceryl Laurate, Bisabolol, Potassium Hydroxide, Camellia Sinensis Leaf Extract, Lecithin, Ascorbyl Palmitate, Tocopherol, Hydrogenated Palm Glycerides Citrate.",4.7,,9 Reviews,https://www.ulta.com/refreshing-face-wash?productId=xlsImpprod18751415,3
