,use_category,use_subcategory,skintype,brand,product,size,price,details,ingredients,ratings,perc_respondrec,total_reviews,link,page
0,cleanser,face wash,dry,StriVectin,Comforting Cream Cleanser,Size 5 oz|,"Price
$29.00","Comforting Creamy Cleanser from StriVectin is infused with a nourishing and replenishing blend of Olive Oil and Evening Primrose Extract. This rich cleanser leaves skin soft, smooth, and radiant.

Benefits:
Ultra-gentle cleansing cream formulated for all skin types
Nourishes, smooths, and supports skin with Olive Oil, Evening Primrose Extract, and NIA-114
Leaves skin soft, radiant, and moisturized","Water/Aqua/Eau, Octyldodecanol, Propylene Glycol Dipelargonate, Butylene Glycol, Polybutene, Stearic Acid, Cetyl Alcohol, Olea Europaea (Olive) Fruit Oil, Polysorbate 40, Potassium Cetyl Phosphate, Glyceryl Stearate, Diisostearyl Malate, Glycerin, Dimethicone, Myristyl Nicotinate, Oenothera Biennis (Evening Primrose) Oil, Sodium PCA, Sodium Hyaluronate, Butyrospermum Parkii (Shea) Butter, Trehalose, Sodium Lauroyl Sarcosinate, Jojoba Esters, Hydrogenated Vegetable Oil, Sorbitan Sesquioleate, Isostearyl Alcohol, Polyquaternium-51, Urea, Triacetin, Caprylyl Glycol, Pelargonic Acid, Tocopherol, Potassium Stearate, Hexylene Glycol, Disodium EDTA, Malic Acid, Fragrance/Parfum, Triethanolamine, Carbomer, Ethylhexylglycerin, Phenoxyethanol, CI 77891 (Titanium Dioxide).",4.7,,48 Reviews,https://www.ulta.com/comforting-cream-cleanser?productId=pimprod2005487,3
1,cleanser,face wash,dry,Leaders,Labotica Hinoki Cypress Brightening Cleansing Foam,Size 5.07 oz|,"Price
$10.00","Leaders Labotica Hinoki Cypress Brightening Cleansing Foam is a moisturizing cleansing foam that makes the skin feel fresh and revitalized. With ingredients such as Chamaecyparis Obtusa Leaf Extract helps give the skin a brighter and more clearer appearance.

Infused with moisture-laden hyaluronic acid and low-irritanting natural ingredients, this cleanser is perfect for someone with dull, dry and sensitive skin!","Water, Stearic Acid, Glycerin, Lauric Acid, Myristic Acid, Potassium Hydroxide, Cocamidopropyl Betaine, Sorbitan Olivate, Glycol Distearate, Peg-100 Stearate, Glyceryl Stearate, Sorbitan Sesquioleate, Sodium Chloride, Macadamia Ternifolia Seed Oil, Olea Europaea (Olive) Fruit Oil, Caprylyl Glycol, Allantoin, Tetrasodium EDTA, Sodium Hyaluronate, Chamaecyparis Obtusa Leaf Extract, Daucus Carota Sativa (Carrot) Root Extra, Cucurbita Pepo (Pumpkin) Fruit Extract, Chlorphenesin, Potassium Sorbate, Fragrance",4.6,,7 Reviews,https://www.ulta.com/labotica-hinoki-cypress-brightening-cleansing-foam?productId=pimprod2013159,3
2,cleanser,face wash,dry,Kitao,Matcha + Chia Cleansing Cream,ounce,"Price
$25.00","Infused with antioxidant-rich matcha green tea and three other powerful superfoods, Kitao Matcha + Chia Cleansing Cream effectively dissolves makeup and oil, transforming into a soothing cleansing milk when water is added. Acai, chia seed, and quinoa work together to neutralize aging free radicals from environmental pollution. The creamy formula leaves a whisper of moisture on the skin that prevents dehydration and protects the skin barrier.","Water, Squalane, Butylene Glycol, Glycerin, Cetearyl Alcohol, Glyceryl Stearate SE, Oleyl Alcohol,Sodium Laureth-4 Phosphate, Dimethicone, Behenyl Alcohol, Petrolatum,(Euterpe Oleracea/Euterpe Precatoria/Theobroma Grandiflorum) Fruit Extract, Salvia Hispanica Seed Oil, Chenopodium Quinoa Seed Extract, Camellia Sinensis Leaf Powder, Camellia Sinensis Leaf Extract, Myrciaria Dubia Fruit Extract, Magnesium Ascorbyl Phosphate, Theobroma Cacao (Cocoa) Seed Butter, Rosa Roxburghii Fruit Extract, Oryza Sativa (Rice) Lees Extract, Sodium Hyaluronate, Hydrolyzed Collagen, Sodium Lauroyl Lactylate,  Ceramide NP, Ceramide APCeramide EOP,Rice Ferment Filtrate (Sake), Iris Florentina Root Extract,1,2-Hexanediol,Caprylyl Glycol, Polysorbate 60,Carbomer, Potassium Hydroxide, Hydroxypropyl Methylcellulose,Algin,Tocopherol, Hydrolyzed Collagen, Sodium Citrate,Citric Acid, Alcohol Propanediol, Zinc Sulfate, Retinyl Palmitate, Phytosphingosine, Cholesterol,Xanthan Gum, Phenoxyethanol, Fragrance.",4.5,,216 Reviews,https://www.ulta.com/matcha-chia-cleansing-cream?productId=pimprod2004420,3
3,cleanser,face wash,dry,Dermadoctor,Lucky Bamboo Jukyeom 9x Oil to Milk Cleanser,Size 6.76 oz|,"Price
$36.00","This refreshing oil magically transforms into a smooth, deep-cleansing milk following the application of water. Jojoba seed and orange peel oils gently lift away impurities and remove makeup without drying out the skin. This soap-free, pH-balanced formula features electrolyte, mineral and antioxidant rich K-Beauty cosmeceutical, Jukyeom 9x. Mother of pearl extract helps create a brightening, luminous finish, leaving complexion feeling soft, silky and radiant.

Featured Ingredients
Jukyeom 9x - Contains a powerful blend of electrolytes, minerals and antioxidants that are essential for skin health and wellness
Jojoba Seed Oil- Calms and soothes the skin
Orange Peel Oil- Contains antiseptic and anti-aging benefits
Mother of Pearl Extract- Helps to brighten the skin
The DERMAdoctor Difference - Clean + Clinical + Cruelty Free
No Animal Testing...Ever
Allergy Tested + Hypoallergenic
Their Dermatologist tested and approved products are formulated to be Non-Irritating to the Skin, Non-Drying, Non-Comedogenic, Oil-Free, Synthetic Fragrance-Free, Synthetic Dye-Free, Gluten-Free, Cruelty-Free
They believe great skincare should be clean, clinical, and cruelty free...and that's the DERMAdoctor Difference","Simmondsia Chinensis Oil, PEG-4 Dilaurate, Dicaprylyl Carbonate, Citrus Aurantium Dulcis Oil, Phenoxyethanol, Caprylyl Glycol, Sorbic Acid, Aqua (Water), Glycerin, Roasted Bambusa Vulgaris (Bamboo) Sea Salt, Hydrolyzed Rice Protein, Brassica Oleracea Capitata Extract, Hibiscus Sabdariffa Extract, Mother Of Pearl Extract, Sodium Hyaluronate, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Ethylhexylglycerin.",4.6,,5 Reviews,https://www.ulta.com/lucky-bamboo-jukyeom-9x-oil-milk-cleanser?productId=pimprod2011763,3
4,cleanser,face wash,dry,ULTA,Shine Bright Creamy Cleanser,Size 4.0 oz|,"Price
$10.00","Out Ulta Beauty Collection Shine Bright Creamy Cleanser is a brightening creamy cleanser that nourishes, removes impurities and contains super fruit ingredients that help gently exfoliate skin!

Key Ingredients:
Vitamin C - helps brighten skin tone
Coconut Oil & Argan Oil - help nurture and moisturize skin
Alpha Hydroxy Acids from super-fruits Oranges, Lemons & Blueberries - help gently exfoliate skin 
Benefits:
Best for normal to dry skin types
Dermatologist-tested
Formulated without parabens, sulfates or phthalates","Water (Aqua), Glycerin, Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Stearic Acid, Cetearyl Alcohol, Glyceryl Stearate, Cetyl Alcohol, Acrylates Copolymer, Carthamus Tinctorius (Safflower) Seed Oil, Sodium Lauroyl Lactylate, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Citrus Nobilis (Mandarin Orange) Fruit Extract, Ocimum Basilicum Leaf (Basil) Extract, Acer Saccharum (Sugar Maple) Extract, Xanthan Gum, Fragrance (Parfum), Argania Spinosa (Argan) Kernel Oil, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Ethylhexylglycerin, Sodium Hydroxide, Aloe Barbadensis Leaf Juice, Sodium Ascorbyl Phosphate, Tocopherol, Vaccinium Myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Mangifera Indica (Mango) Seed Butter, Hydrogenated Starch Hydrolysate, Aphanizomenon Flos-aquae Extract, Potassium Hydroxide, Phenoxyethanol, Glycol Distearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol.",3.4,,5 Reviews,https://www.ulta.com/shine-bright-creamy-cleanser?productId=pimprod2012334,3
5,cleanser,face wash,dry,Perricone MD,Travel Size High Potency Classics Nutritive Cleanser,Size 2.0 oz|,"Price
$15.00","To get the most from your skincare regimen, start with the best facial cleanser for your skin type. Perricone MD's High Potency Classics Nutritive Cleanser is perfect for all skin types, and the ideal face cleanser for dry skin. Makeup, excess oil, dirt and debris are gently removed, leaving behind fresh, clean skin that never feels dry or tight.

Packed with alpha lipoic acid, exfoliating alpha hydroxy acids, and Perricone MD's unique firming and hydrating copper complex, this anti-aging face wash softens and conditions dry, thirsty skin while perfectly preparing it for the next step in your regimen.","Water/Aqua/Eau, Sodium Laureth Sulfate, Lauryl Glucoside, Cocamidopropyl Betaine, PPG-2 Hydroxyethyl Coco/Isostearamide, Dimethyl MEA, Thioctic Acid, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Citric Acid, Sodium Chloride, Disodium EDTA, Benzophenone-4, Methylchloroisothiazolinone, Methylisothiazolinone, Fragrance/Parfum.",4.5,,346 Reviews,https://www.ulta.com/travel-size-high-potency-classics-nutritive-cleanser?productId=pimprod2015741,3
6,cleanser,face wash,dry,Milk + Honey,Gel Cleanser,Size 4.0 oz|,"Price
$36.00","The milk + honey Gel Cleanser is a gel-to-foam face wash that gently, yet thoroughly, removes dirt, excess oil, and impurities, leaving skin soft and moisturized.
milk + honey skincare has been developed, tested rigorously, and vetted by in-house team of estheticians and lab in Austin, TX.


Key Benefits:
Cleanses thoroughly without stripping the skin
Contains skin-softening ingredients like Vitamin E, K, and fatty acids
Supports healthy, glowing skin
Contains astringent properties
Non-toxic, safe, effective
Esthetician-tested and approved
Dye-free
Sulfate-free
SLS-free
Artificial fragrance-free
Cruelty-free
Made in Austin, TX

Key Ingredients:
Apple Amino Acids Surfactant is a foaming agent that gently cleanses without stripping the skin
Lemon Peel Oil is an essential oil with astringent properties, which helps to wash away excess oil without overdrying
Prickly Pear Extract contains skin-softening Vitamin E, K, and nourishing fatty acids, and acts as a natural fighting agent against the look of aging skin","Organic Aloe barbadensis (Aloe) Leaf Juice, Sodium Cocoyl (Apple) Amino Acids, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Chondrus crispus (Irish Moss), Organic Vegetable Glycerin, Caprylyl/Capryl Glucoside, Opuntia Tuna (Prickly Pear) Flower/Stem Extract, Sodium Chloride, Potassium Oleate, Potassium Cocoate, Lauryl Betaine, Glycerin, Benzyl Alcohol, Potassium Citrate, Potassium Palm Kernelate, Decyl Glucoside, Palm Kernel Acid, Organic Citrus limonum (Lemon) Peel Oil, Organic Citrus paradisi (Grapefruit) Oil, Organic Citrus reticulata (Mandarin Orange) Oil, Organic Brachylaena hutchinsii (Muhuhu) Oil, Citrus sinensis (Sweet Orange) Peel Oil, Phenethyl Alcohol, Pentylene Glycol, Propanediol, Lecithin, Citric Acid, Sclerotium Gum, Acacia Senegal Gum, Xanthan Gum, Pullulan, Potassium Sorbate.",4,,2 Reviews,https://www.ulta.com/gel-cleanser?productId=pimprod2014348,3
7,cleanser,face wash,dry,YourGoodSkin,Refreshing Foaming Wash,Size 5.0 oz|,"Price
$7.49","YourGoodSkin Refreshing Foaming Wash gently washes away make-up, excess oil & daily impurities - revealing healthy and instantly energized skin. For all skin types.","Aqua (Water), Glycerin, Cocamidopropyl Betaine, Lauryl Glucoside, Disodium Laureth Sulfosuccinate, Sodium Cocoamphoacetate, Sodium Chloride, Coco-Glucoside, Glyceryl Oleate, Citric Acid, Phenoxyethanol, PEG-40 Hydrogenated Castor Oil, Betaine, Panthenol, Sodium Benzoate, PEG-200 Hydrogenated Glyceryl Palmate, Ascorbyl Glucoside, Tetrasodium EDTA, PEG-7 Glyceryl Cocoate, Glyceryl Laurate, Bisabolol, Potassium Hydroxide, Camellia Sinensis Leaf Extract, Lecithin, Ascorbyl Palmitate, Tocopherol, Hydrogenated Palm Glycerides Citrate.",4.6,,5 Reviews,https://www.ulta.com/refreshing-foaming-wash?productId=pimprod2006313,3
8,cleanser,face wash,dry,Ofra Cosmetics,Vitamin C Cleanser,Size 8.0 oz|,"Price
$22.00","Ofra Cosmetics Foaming Vitamin C Cleanser is a hypoallergenic cleanser that refreshes senses while gently wiping away dirt, oil, and skin impurities. Gentle enough to use twice a day.","Deionized Water, Decyl Glucoside, Sodium Laureth Sulfate, Penthenol, Cocoamidopropyl Betaine, Propylene Glycol (And) Diazolidinyl Urea (And) Phenoxyethanol (And) Ethylhexyglycerin, Fragrance, Citric Acid, Octylmethyl Cyclopentasiloxane, FD & C Color.",4.6,,83 Reviews,https://www.ulta.com/vitamin-c-cleanser?productId=xlsImpprod16801608,3
9,cleanser,face wash,dry,Follain,Hydrating Cleanser: Purify + Nourish,Size 4 oz|,"Price
$22.00","Deep clean skin and remove makeup without stripping with Follain Hydrating Cleanser: Purify + Nourish. 100% non-toxic cream-to-lather formula removes makeup, dirt, and impurities without stripping or drying skin. It also gently exfoliates with pore-purifying Willow Bark Extract. To top it off, the subtle citrus scent just smells like you're doing something great for your skin - because you are! For All Skin Types.

Key Benefits & Power Ingredients:
Thorough Cleanse: Deep cleans to help remove dirt, excess oil, makeup, and other impurities.
Gentle Exfoliation: Willow Bark Extract, rich in natural exfoliant Salicin (a gentle BHA), helps purify pores.
Replenished Hydration: Rosehip Oil and Glycerin help replenish and lock in moisture so skin stays hydrated.
Barrier of Protection: Antioxidant-rich botanical extracts, including Green Tea and Moringa Leaf, help protect skin.

Claims:
Non-Toxic
Non-GMO
Cruelty-Free
Gluten-Free
Dermatologist-Tested
Suitable for Sensitive Skin

Follain shows what clean is capable of: easy-to-use products with hard-to-ignore results. Founder Tara Foley is a clean beauty pioneer who's helped thousands of people discover the best clean ingredients for their skin. Now, she's using her knowledge to create indulgent, effective skincare essentials designed to make everyone experience the power of clean beauty.

""Clean beauty is for everyone. My mission is to share it with as many people as possible."" - Tara Foley, Founder","Water/Aqua/Eau, Glycerin, Potassium Cocoyl Glycinate, Glyceryl Caprylate/Caprate, Decyl Glucoside, Potassium Cocoate, 1,2-Hexanediol, Salix Nigra (Willow) Bark Extract, Rosa Canina Fruit Oil, Camellia Sinensis Leaf Extract, Moringa Oleifera Leaf Extract, Macrocystis Pyrifera (Kelp) Extract, Citrus Reticulata (Tangerine) Peel Oil, Citrus Paradisi (Grapefruit) Peel Oil, Citric Acid, Glyceryl Caprylate, Xanthan Gum, Ethylhexylglycerin, Sodium Gluconate, Cocamide MIPA, Caprylhydroxamic Acid, Citrus Limon (Lemon) Peel Extract, Potassium Sorbate, Sodium Benzoate.",4.1,,25 Reviews,https://www.ulta.com/hydrating-cleanser-purify-nourish?productId=pimprod2013707,3
