,product_type,prodtype_match_tot,iteration
348,face moisturizer,99.18088737201366,58
349,face serum,98.97196261682242,58
350,face wash,99.43859649122807,58
351,toner,98.33333333333334,58
352,toothpaste,90.0,58
353,overall,99.09090909090908,58
354,face moisturizer,99.25925925925925,59
355,face serum,98.72881355932203,59
356,face wash,99.04761904761905,59
357,toner,95.86206896551724,59
358,toothpaste,75.0,59
359,overall,98.5,59
360,face moisturizer,99.182156133829,60
361,face serum,98.77862595419847,60
362,face wash,99.51219512195122,60
363,toner,97.36263736263734,60
364,toothpaste,93.33333333333333,60
365,overall,98.88636363636364,60
366,face moisturizer,99.00355871886121,61
367,face serum,98.06451612903227,61
368,face wash,99.44881889763779,61
369,toner,98.49462365591398,61
370,toothpaste,85.0,61
371,overall,98.75,61
372,face moisturizer,99.08794788273616,62
373,face serum,98.82882882882885,62
374,face wash,99.60629921259843,62
375,toner,95.86956521739131,62
376,toothpaste,96.0,62
377,overall,98.8181818181818,62
378,face moisturizer,99.4927536231884,63
379,face serum,98.41269841269842,63
380,face wash,99.42028985507247,63
381,toner,98.63013698630138,63
382,toothpaste,80.0,63
383,overall,99.02272727272728,63
384,face moisturizer,99.2779783393502,64
385,face serum,99.23076923076923,64
386,face wash,99.22535211267606,64
387,toner,95.76923076923076,64
388,toothpaste,85.71428571428571,64
389,overall,98.72727272727273,64
390,face moisturizer,98.38235294117646,65
391,face serum,98.64,65
392,face wash,99.9250936329588,65
393,toner,98.3529411764706,65
394,toothpaste,93.33333333333333,65
395,overall,98.88636363636364,65
396,face moisturizer,98.1184668989547,66
397,face serum,98.73015873015873,66
398,face wash,99.55555555555556,66
399,toner,97.91044776119404,66
400,toothpaste,95.0,66
401,overall,98.70454545454545,66
402,face moisturizer,98.932384341637,67
403,face serum,99.4392523364486,67
404,face wash,99.106529209622,67
405,toner,96.19047619047618,67
406,toothpaste,82.0,67
407,overall,98.6590909090909,67
408,face moisturizer,99.5364238410596,68
409,face serum,98.99159663865547,68
410,face wash,99.54716981132074,68
411,toner,96.98630136986301,68
412,toothpaste,60.0,68
413,overall,99.09090909090908,68
414,face moisturizer,99.02097902097901,69
415,face serum,98.09917355371901,69
416,face wash,99.08745247148289,69
417,toner,97.34939759036145,69
418,toothpaste,90.0,69
419,overall,98.56818181818183,69
420,face moisturizer,99.24812030075188,70
421,face serum,97.62295081967214,70
422,face wash,99.06810035842295,70
423,toner,98.00000000000001,70
424,toothpaste,98.18181818181819,70
425,overall,98.61363636363636,70
426,face moisturizer,98.37288135593221,71
427,face serum,98.98305084745763,71
428,face wash,99.45945945945945,71
429,toner,94.6987951807229,71
430,toothpaste,88.57142857142858,71
431,overall,98.43181818181819,71
432,face moisturizer,99.07894736842104,72
433,face serum,98.95652173913044,72
434,face wash,99.47368421052632,72
435,toner,96.1111111111111,72
436,toothpaste,87.5,72
437,overall,98.8181818181818,72
438,face moisturizer,98.82352941176471,73
439,face serum,99.11894273127754,73
440,face wash,99.21259842519686,73
441,toner,95.81395348837208,73
442,toothpaste,74.28571428571429,73
443,overall,98.52272727272727,73
444,face moisturizer,98.91525423728812,74
445,face serum,99.3607305936073,74
446,face wash,99.01515151515153,74
447,toner,97.34693877551021,74
448,toothpaste,85.0,74
449,overall,98.8181818181818,74
450,face moisturizer,98.62068965517243,75
451,face serum,98.45528455284554,75
452,face wash,99.61977186311786,75
453,toner,96.38095238095238,75
454,toothpaste,92.0,75
455,overall,98.56818181818183,75
456,face moisturizer,98.42271293375393,76
457,face serum,98.49557522123892,76
458,face wash,99.11646586345381,76
459,toner,97.17647058823529,76
460,toothpaste,60.0,76
461,overall,98.38636363636363,76
462,face moisturizer,98.45070422535211,77
463,face serum,98.9558232931727,77
464,face wash,99.62264150943396,77
465,toner,96.98630136986301,77
466,toothpaste,84.44444444444444,77
467,overall,98.68181818181819,77
468,face moisturizer,99.8507462686567,78
469,face serum,97.93103448275862,78
470,face wash,99.51417004048582,78
471,toner,96.73469387755101,78
472,toothpaste,96.66666666666666,78
473,overall,98.8181818181818,78
474,face moisturizer,98.80701754385966,79
475,face serum,98.33333333333334,79
476,face wash,99.47368421052632,79
477,toner,97.77777777777779,79
478,toothpaste,84.00000000000001,79
479,overall,98.70454545454545,79
480,face moisturizer,98.67507886435331,80
481,face serum,99.21397379912665,80
482,face wash,99.36254980079681,80
483,toner,96.48648648648648,80
484,toothpaste,93.33333333333333,80
485,overall,98.77272727272727,80
486,face moisturizer,99.33823529411765,81
487,face serum,97.41666666666667,81
488,face wash,99.42446043165468,81
489,toner,97.53086419753087,81
490,toothpaste,73.33333333333333,81
491,overall,98.4090909090909,81
492,face moisturizer,98.81944444444444,82
493,face serum,99.06382978723404,82
494,face wash,99.25650557620817,82
495,toner,93.82716049382717,82
496,toothpaste,65.71428571428571,82
497,overall,98.29545454545455,82
498,face moisturizer,98.68512110726643,83
499,face serum,98.28326180257511,83
500,face wash,99.42652329749103,83
501,toner,95.32467532467533,83
502,toothpaste,100.0,83
503,overall,98.52272727272727,83
504,face moisturizer,99.44636678200692,84
505,face serum,97.73913043478262,84
506,face wash,99.6168582375479,84
507,toner,98.24175824175825,84
508,toothpaste,82.22222222222221,84
509,overall,98.75,84
510,face moisturizer,98.85714285714286,85
511,face serum,98.98305084745763,85
512,face wash,99.42238267148014,85
513,toner,98.44155844155844,85
514,toothpaste,92.0,85
515,overall,98.95454545454545,85
516,face moisturizer,99.0,86
517,face serum,99.13043478260869,86
518,face wash,99.43859649122807,86
519,toner,97.24999999999999,86
520,toothpaste,96.0,86
521,overall,99.0,86
522,face moisturizer,99.14373088685015,87
523,face serum,98.57142857142858,87
524,face wash,99.25619834710744,87
525,toner,96.96969696969697,87
526,toothpaste,74.28571428571429,87
527,overall,98.6590909090909,87
528,face moisturizer,98.88888888888889,88
529,face serum,99.30434782608695,88
530,face wash,99.56834532374101,88
531,toner,98.46153846153847,88
532,toothpaste,86.66666666666666,88
533,overall,99.09090909090908,88
534,face moisturizer,98.77697841726618,89
535,face serum,97.38775510204081,89
536,face wash,99.1459074733096,89
537,toner,97.53846153846155,89
538,toothpaste,87.27272727272727,89
539,overall,98.27272727272728,89
540,face moisturizer,99.20265780730897,90
541,face serum,99.32367149758454,90
542,face wash,99.23076923076923,90
543,toner,96.25,90
544,toothpaste,90.0,90
545,overall,98.9090909090909,90
546,face moisturizer,99.1637630662021,91
547,face serum,98.92561983471074,91
548,face wash,99.6812749003984,91
549,toner,97.6086956521739,91
550,toothpaste,92.5,91
551,overall,99.02272727272728,91
552,face moisturizer,99.03448275862068,92
553,face serum,99.06103286384976,92
554,face wash,99.09774436090227,92
555,toner,96.9230769230769,92
556,toothpaste,77.14285714285715,92
557,overall,98.63636363636363,92
558,face moisturizer,98.92976588628763,93
559,face serum,99.2,93
560,face wash,99.92452830188678,93
561,toner,96.0919540229885,93
562,toothpaste,95.0,93
563,overall,99.0,93
564,face moisturizer,98.85931558935361,94
565,face serum,99.36,94
566,face wash,99.23875432525952,94
567,toner,99.44444444444444,94
568,toothpaste,93.33333333333333,94
569,overall,99.13636363636364,94
570,face moisturizer,99.72696245733788,95
571,face serum,98.36734693877551,95
572,face wash,99.03225806451613,95
573,toner,96.52173913043478,95
574,toothpaste,90.0,95
575,overall,98.79545454545455,95
576,face moisturizer,98.73239436619718,96
577,face serum,98.54545454545456,96
578,face wash,99.5774647887324,96
579,toner,97.01149425287356,96
580,toothpaste,84.00000000000001,96
581,overall,98.70454545454545,96
582,face moisturizer,99.01060070671377,97
583,face serum,98.59030837004406,97
584,face wash,99.02255639097743,97
585,toner,96.49484536082473,97
586,toothpaste,71.42857142857143,97
587,overall,98.4090909090909,97
588,face moisturizer,98.53503184713375,98
589,face serum,97.9372197309417,98
590,face wash,98.98039215686275,98
591,toner,93.41463414634147,98
592,toothpaste,90.0,98
593,overall,97.97727272727272,98
594,face moisturizer,99.01960784313727,99
595,face serum,99.1219512195122,99
596,face wash,99.41605839416057,99
597,toner,98.86363636363636,99
598,toothpaste,85.71428571428571,99
599,overall,99.04545454545455,99
600,face moisturizer,98.5234899328859,100
601,face serum,98.57142857142858,100
602,face wash,99.28571428571429,100
603,toner,96.94117647058823,100
604,toothpaste,77.14285714285715,100
605,overall,98.43181818181819,100
606,face moisturizer,98.91025641025641,101
607,face serum,97.92792792792794,101
608,face wash,99.46153846153847,101
609,toner,97.97468354430382,101
610,toothpaste,97.14285714285712,101
611,overall,98.72727272727273,101
612,face moisturizer,99.13043478260869,102
613,face serum,98.45588235294119,102
614,face wash,99.13043478260869,102
615,toner,97.77777777777779,102
616,toothpaste,88.57142857142858,102
617,overall,98.72727272727273,102
618,face moisturizer,99.14728682170542,103
619,face serum,98.53061224489797,103
620,face wash,99.1941391941392,103
621,toner,96.04166666666666,103
622,toothpaste,75.0,103
623,overall,98.43181818181819,103
624,face moisturizer,99.21824104234528,104
625,face serum,98.52813852813853,104
626,face wash,99.04761904761905,104
627,toner,96.19047619047618,104
628,toothpaste,100.0,104
629,overall,98.70454545454545,104
630,face moisturizer,98.33333333333334,105
631,face serum,98.90295358649789,105
632,face wash,99.76744186046511,105
633,toner,96.0,105
634,toothpaste,84.00000000000001,105
635,overall,98.61363636363636,105
636,face moisturizer,98.24561403508773,106
637,face serum,97.51037344398341,106
638,face wash,99.13978494623656,106
639,toner,98.33333333333334,106
640,toothpaste,80.0,106
641,overall,98.27272727272728,106
642,face moisturizer,98.71428571428572,107
643,face serum,99.26530612244898,107
644,face wash,99.48339483394835,107
645,toner,96.79012345679013,107
646,toothpaste,93.33333333333333,107
647,overall,98.9090909090909,107
648,face moisturizer,99.07894736842104,108
649,face serum,98.49765258215962,108
650,face wash,99.34782608695653,108
651,toner,97.72151898734178,108
652,toothpaste,95.0,108
653,overall,98.86363636363636,108
654,face moisturizer,98.88524590163934,109
655,face serum,98.52459016393442,109
656,face wash,99.28286852589642,109
657,toner,96.7123287671233,109
658,toothpaste,91.42857142857143,109
659,overall,98.6590909090909,109
660,face moisturizer,99.2,110
661,face serum,98.4375,110
662,face wash,99.2468619246862,110
663,toner,97.30769230769229,110
664,toothpaste,90.0,110
665,overall,98.70454545454545,110
666,face moisturizer,98.40277777777779,111
667,face serum,98.16733067729085,111
668,face wash,99.45525291828794,111
669,toner,97.69230769230771,111
670,toothpaste,96.66666666666666,111
671,overall,98.56818181818183,111
672,face moisturizer,99.05109489051094,112
673,face serum,98.79032258064517,112
674,face wash,99.62121212121214,112
675,toner,98.20224719101122,112
676,toothpaste,88.00000000000001,112
677,overall,99.0,112
678,face moisturizer,98.371335504886,113
679,face serum,98.7551867219917,113
680,face wash,99.36254980079681,113
681,toner,95.67567567567569,113
682,toothpaste,91.42857142857143,113
683,overall,98.47727272727272,113
684,face moisturizer,99.1941391941392,114
685,face serum,98.92116182572614,114
686,face wash,99.56043956043956,114
687,toner,97.67441860465115,114
688,toothpaste,94.28571428571428,114
689,overall,99.04545454545455,114
690,face moisturizer,99.03780068728523,115
691,face serum,98.86178861788618,115
692,face wash,99.42857142857143,115
693,toner,97.80219780219781,115
694,toothpaste,94.28571428571428,115
695,overall,98.93181818181817,115
696,face moisturizer,99.46666666666667,116
697,face serum,99.26530612244898,116
698,face wash,99.59677419354837,116
699,toner,97.97468354430382,116
700,toothpaste,97.5,116
701,overall,99.29545454545455,116
702,face moisturizer,99.08536585365853,117
703,face serum,99.21951219512195,117
704,face wash,99.6761133603239,117
705,toner,99.14893617021276,117
706,toothpaste,86.66666666666666,117
707,overall,99.20454545454544,117
708,face moisturizer,99.12162162162161,118
709,face serum,98.48888888888888,118
710,face wash,99.09433962264151,118
711,toner,97.75280898876404,118
712,toothpaste,84.00000000000001,118
713,overall,98.72727272727273,118
714,face moisturizer,98.3157894736842,119
715,face serum,98.38983050847459,119
716,face wash,99.46969696969697,119
717,toner,99.36170212765957,119
718,toothpaste,40.0,119
719,overall,98.72727272727273,119
720,face moisturizer,99.53020134228187,120
721,face serum,98.05084745762711,120
722,face wash,99.40520446096654,120
723,toner,95.67567567567569,120
724,toothpaste,80.0,120
725,overall,98.70454545454545,120
726,face moisturizer,98.65771812080537,121
727,face serum,97.64192139737992,121
728,face wash,99.62825278810408,121
729,toner,98.25,121
730,toothpaste,80.0,121
731,overall,98.56818181818183,121
732,face moisturizer,98.63481228668942,122
733,face serum,98.49372384937239,122
734,face wash,99.6168582375479,122
735,toner,96.8,122
736,toothpaste,95.0,122
737,overall,98.68181818181819,122
738,face moisturizer,99.28825622775801,123
739,face serum,98.60262008733625,123
740,face wash,99.21985815602837,123
741,toner,95.76470588235294,123
742,toothpaste,80.0,123
743,overall,98.68181818181819,123
744,face moisturizer,98.97106109324758,124
745,face serum,98.4,124
746,face wash,98.77862595419847,124
747,toner,96.8831168831169,124
748,toothpaste,96.0,124
749,overall,98.56818181818183,124
750,face moisturizer,99.08450704225352,125
751,face serum,98.81856540084388,125
752,face wash,99.58041958041959,125
753,toner,97.14285714285712,125
754,toothpaste,80.0,125
755,overall,98.95454545454545,125
756,face moisturizer,98.9051094890511,126
757,face serum,98.92561983471074,126
758,face wash,99.17525773195877,126
759,toner,96.81159420289856,126
760,toothpaste,80.0,126
761,overall,98.75,126
762,face moisturizer,99.27868852459015,127
763,face serum,99.05579399141631,127
764,face wash,98.96678966789668,127
765,toner,96.4179104477612,127
766,toothpaste,55.00000000000001,127
767,overall,98.70454545454545,127
768,face moisturizer,99.35018050541518,128
769,face serum,98.19672131147541,128
770,face wash,99.40074906367042,128
771,toner,97.07865168539327,128
772,toothpaste,73.33333333333333,128
773,overall,98.72727272727273,128
774,face moisturizer,99.23076923076923,129
775,face serum,98.93004115226339,129
776,face wash,99.85964912280701,129
777,toner,97.01149425287356,129
778,toothpaste,84.00000000000001,129
779,overall,99.04545454545455,129
780,face moisturizer,98.61386138613861,130
781,face serum,98.5551330798479,130
782,face wash,99.0677966101695,130
783,toner,98.9189189189189,130
784,toothpaste,70.0,130
785,overall,98.61363636363636,130
786,face moisturizer,99.12162162162161,131
787,face serum,98.68544600938968,131
788,face wash,98.8447653429603,131
789,toner,97.55555555555556,131
790,toothpaste,95.0,131
791,overall,98.75,131
792,face moisturizer,98.77133105802048,132
793,face serum,98.28054298642535,132
794,face wash,99.13669064748201,132
795,toner,96.27906976744185,132
796,toothpaste,100.0,132
797,overall,98.52272727272727,132
798,face moisturizer,99.00709219858156,133
799,face serum,98.97435897435898,133
800,face wash,99.50354609929079,133
801,toner,98.15789473684211,133
802,toothpaste,80.0,133
803,overall,98.95454545454545,133
804,face moisturizer,99.26666666666665,134
805,face serum,99.04347826086956,134
806,face wash,99.44444444444444,134
807,toner,98.63636363636363,134
808,toothpaste,100.0,134
809,overall,99.20454545454544,134
810,face moisturizer,98.86363636363636,135
811,face serum,98.7551867219917,135
812,face wash,99.58188153310104,135
813,toner,98.97435897435898,135
814,toothpaste,82.0,135
815,overall,98.88636363636364,135
816,face moisturizer,98.5,136
817,face serum,99.31330472103005,136
818,face wash,99.23875432525952,136
819,toner,98.9189189189189,136
820,toothpaste,65.0,136
821,overall,98.84090909090911,136
822,face moisturizer,99.09090909090908,137
823,face serum,99.04382470119522,137
824,face wash,99.20634920634922,137
825,toner,95.86206896551724,137
826,toothpaste,75.0,137
827,overall,98.68181818181819,137
828,face moisturizer,98.49315068493152,138
829,face serum,98.88412017167383,138
830,face wash,99.39163498098858,138
831,toner,96.88888888888889,138
832,toothpaste,100.0,138
833,overall,98.70454545454545,138
834,face moisturizer,99.14893617021276,139
835,face serum,98.73949579831933,139
836,face wash,99.64028776978417,139
837,toner,98.46153846153847,139
838,toothpaste,80.0,139
839,overall,99.04545454545455,139
840,face moisturizer,99.33333333333334,140
841,face serum,98.73949579831933,140
842,face wash,99.28571428571429,140
843,toner,95.3658536585366,140
844,toothpaste,84.00000000000001,140
845,overall,98.61363636363636,140
846,face moisturizer,98.54671280276817,141
847,face serum,98.58921161825727,141
848,face wash,99.21875,141
849,toner,97.95454545454545,141
850,toothpaste,90.0,141
851,overall,98.63636363636363,141
852,face moisturizer,99.06354515050167,142
853,face serum,99.23076923076923,142
854,face wash,99.50617283950616,142
855,toner,96.98630136986301,142
856,toothpaste,96.0,142
857,overall,99.04545454545455,142
858,face moisturizer,99.04761904761905,143
859,face serum,98.45528455284554,143
860,face wash,99.49640287769783,143
861,toner,98.37837837837839,143
862,toothpaste,82.22222222222221,143
863,overall,98.79545454545455,143
864,face moisturizer,99.06666666666666,144
865,face serum,97.92792792792794,144
866,face wash,99.12408759124088,144
867,toner,97.53086419753087,144
868,toothpaste,80.0,144
869,overall,98.5909090909091,144
870,face moisturizer,98.07142857142857,145
871,face serum,98.88412017167383,145
