,product_type,prodtype_match_tot,iteration
1605,toner,95.17241379310344,267
1606,toothpaste,86.66666666666666,267
1607,overall,98.47727272727272,267
1608,face moisturizer,99.00355871886121,268
1609,face serum,98.45588235294119,268
1610,face wash,99.26530612244898,268
1611,toner,95.78947368421053,268
1612,toothpaste,100.0,268
1613,overall,98.63636363636363,268
1614,face moisturizer,99.33085501858736,269
1615,face serum,98.20408163265306,269
1616,face wash,99.58333333333333,269
1617,toner,97.06666666666666,269
1618,toothpaste,93.33333333333333,269
1619,overall,98.88636363636364,269
1620,face moisturizer,98.89273356401385,270
1621,face serum,98.99159663865547,270
1622,face wash,99.38461538461539,270
1623,toner,94.14634146341463,270
1624,toothpaste,90.90909090909092,270
1625,overall,98.52272727272727,270
1626,face moisturizer,99.11949685534591,271
1627,face serum,99.1701244813278,271
1628,face wash,99.2207792207792,271
1629,toner,95.55555555555554,271
1630,toothpaste,75.55555555555556,271
1631,overall,98.5909090909091,271
1632,face moisturizer,98.98305084745763,272
1633,face serum,99.19642857142857,272
1634,face wash,99.71119133574007,272
1635,toner,95.58441558441558,272
1636,toothpaste,82.85714285714286,272
1637,overall,98.84090909090911,272
1638,face moisturizer,98.75816993464053,273
1639,face serum,98.9655172413793,273
1640,face wash,99.6774193548387,273
1641,toner,97.70114942528735,273
1642,toothpaste,91.42857142857143,273
1643,overall,98.9090909090909,273
1644,face moisturizer,98.63945578231294,274
1645,face serum,98.02469135802468,274
1646,face wash,99.43319838056681,274
1647,toner,97.75280898876404,274
1648,toothpaste,88.57142857142858,274
1649,overall,98.52272727272727,274
1650,face moisturizer,98.62595419847328,275
1651,face serum,98.0327868852459,275
1652,face wash,99.64285714285714,275
1653,toner,97.72727272727273,275
1654,toothpaste,96.66666666666666,275
1655,overall,98.68181818181819,275
1656,face moisturizer,99.54545454545455,276
1657,face serum,98.27715355805242,276
1658,face wash,99.182156133829,276
1659,toner,95.78947368421053,276
1660,toothpaste,55.00000000000001,276
1661,overall,98.52272727272727,276
1662,face moisturizer,98.55263157894736,277
1663,face serum,97.7092511013216,277
1664,face wash,99.140625,277
1665,toner,96.4705882352941,277
1666,toothpaste,97.5,277
1667,overall,98.29545454545455,277
1668,face moisturizer,99.27536231884059,278
1669,face serum,98.39285714285714,278
1670,face wash,99.18088737201366,278
1671,toner,96.09756097560975,278
1672,toothpaste,88.00000000000001,278
1673,overall,98.6590909090909,278
1674,face moisturizer,98.843537414966,279
1675,face serum,98.93877551020408,279
1676,face wash,99.28571428571429,279
1677,toner,95.85365853658537,279
1678,toothpaste,91.42857142857143,279
1679,overall,98.6590909090909,279
1680,face moisturizer,99.13357400722023,280
1681,face serum,99.3469387755102,280
1682,face wash,98.8191881918819,280
1683,toner,95.90361445783134,280
1684,toothpaste,95.0,280
1685,overall,98.77272727272727,280
1686,face moisturizer,99.4306049822064,281
1687,face serum,98.714859437751,281
1688,face wash,99.3984962406015,281
1689,toner,94.73684210526315,281
1690,toothpaste,90.0,281
1691,overall,98.72727272727273,281
1692,face moisturizer,98.40277777777779,282
1693,face serum,99.39393939393939,282
1694,face wash,99.63369963369964,282
1695,toner,96.50000000000001,282
1696,toothpaste,97.5,282
1697,overall,98.86363636363636,282
1698,face moisturizer,99.20529801324504,283
1699,face serum,98.72881355932203,283
1700,face wash,99.41176470588235,283
1701,toner,96.80851063829786,283
1702,toothpaste,86.0,283
1703,overall,98.72727272727273,283
1704,face moisturizer,98.83161512027492,284
1705,face serum,98.03418803418805,284
1706,face wash,99.4909090909091,284
1707,toner,98.15789473684211,284
1708,toothpaste,100.0,284
1709,overall,98.77272727272727,284
1710,face moisturizer,99.39163498098858,285
1711,face serum,99.15254237288134,285
1712,face wash,99.51388888888889,285
1713,toner,96.78160919540231,285
1714,toothpaste,83.33333333333334,285
1715,overall,99.0,285
1716,face moisturizer,99.50704225352112,286
1717,face serum,98.41269841269842,286
1718,face wash,99.34156378600824,286
1719,toner,95.625,286
1720,toothpaste,96.0,286
1721,overall,98.70454545454545,286
1722,face moisturizer,99.48148148148148,287
1723,face serum,98.85057471264368,287
1724,face wash,98.81481481481481,287
1725,toner,98.87323943661971,287
1726,toothpaste,92.5,287
1727,overall,98.97727272727273,287
1728,face moisturizer,98.88501742160278,288
1729,face serum,98.97233201581027,288
1730,face wash,99.27125506072875,288
1731,toner,94.77272727272727,288
1732,toothpaste,72.0,288
1733,overall,98.45454545454547,288
1734,face moisturizer,98.74074074074073,289
1735,face serum,98.7772925764192,289
1736,face wash,99.56204379562044,289
1737,toner,99.1578947368421,289
1738,toothpaste,91.66666666666666,289
1739,overall,98.95454545454545,289
1740,face moisturizer,98.21428571428571,290
1741,face serum,98.46153846153847,290
1742,face wash,99.22779922779922,290
1743,toner,94.8314606741573,290
1744,toothpaste,72.0,290
1745,overall,98.09090909090908,290
1746,face moisturizer,98.67924528301886,291
1747,face serum,98.95734597156398,291
1748,face wash,98.9189189189189,291
1749,toner,98.66666666666667,291
1750,toothpaste,100.0,291
1751,overall,98.8181818181818,291
1752,face moisturizer,99.2280701754386,292
1753,face serum,97.8688524590164,292
1754,face wash,99.39393939393939,292
1755,toner,96.9047619047619,292
1756,toothpaste,80.0,292
1757,overall,98.61363636363636,292
1758,face moisturizer,98.50162866449512,293
1759,face serum,98.35748792270532,293
1760,face wash,99.12727272727273,293
1761,toner,97.17647058823529,293
1762,toothpaste,90.0,293
1763,overall,98.47727272727272,293
1764,face moisturizer,99.03703703703704,294
1765,face serum,99.0677966101695,294
1766,face wash,99.16955017301039,294
1767,toner,94.07407407407406,294
1768,toothpaste,65.0,294
1769,overall,98.47727272727272,294
1770,face moisturizer,99.44636678200692,295
1771,face serum,98.68995633187772,295
1772,face wash,99.71119133574007,295
1773,toner,99.74358974358975,295
1774,toothpaste,85.71428571428571,295
1775,overall,99.25,295
1776,face moisturizer,99.19191919191918,296
1777,face serum,99.44444444444444,296
1778,face wash,99.23076923076923,296
1779,toner,97.21518987341773,296
1780,toothpaste,100.0,296
1781,overall,99.09090909090908,296
1782,face moisturizer,99.02097902097901,297
1783,face serum,98.91213389121339,297
1784,face wash,99.54716981132074,297
1785,toner,97.0,297
1786,toothpaste,72.0,297
1787,overall,98.6590909090909,297
1788,face moisturizer,99.63503649635037,298
1789,face serum,98.14516129032258,298
1790,face wash,98.92307692307692,298
1791,toner,96.78160919540231,298
1792,toothpaste,94.54545454545456,298
1793,overall,98.6590909090909,298
1794,face moisturizer,99.47019867549669,299
1795,face serum,99.02222222222224,299
1796,face wash,99.33333333333334,299
1797,toner,97.75,299
1798,toothpaste,80.0,299
1799,overall,99.09090909090908,299
1800,face moisturizer,99.24137931034484,300
1801,face serum,98.56060606060606,300
1802,face wash,99.03614457831326,300
1803,toner,98.4,300
1804,toothpaste,100.0,300
1805,overall,98.9090909090909,300
1806,face moisturizer,98.8929889298893,301
1807,face serum,99.13043478260869,301
1808,face wash,99.47169811320755,301
1809,toner,97.64705882352942,301
1810,toothpaste,90.0,301
1811,overall,98.95454545454545,301
1812,face moisturizer,98.96907216494846,302
1813,face serum,97.88135593220339,302
1814,face wash,99.35483870967742,302
1815,toner,96.05633802816902,302
1816,toothpaste,53.333333333333336,302
1817,overall,98.4090909090909,302
1818,face moisturizer,98.20689655172414,303
1819,face serum,99.05982905982907,303
1820,face wash,99.53488372093024,303
1821,toner,99.35483870967742,303
1822,toothpaste,88.00000000000001,303
1823,overall,98.88636363636364,303
1824,face moisturizer,98.48797250859107,304
1825,face serum,98.63453815261045,304
1826,face wash,99.453125,304
1827,toner,96.15384615384615,304
1828,toothpaste,86.66666666666666,304
1829,overall,98.52272727272727,304
1830,face moisturizer,98.54014598540147,305
1831,face serum,99.09090909090908,305
1832,face wash,99.55719557195572,305
1833,toner,97.67441860465115,305
1834,toothpaste,91.42857142857143,305
1835,overall,98.86363636363636,305
1836,face moisturizer,98.22222222222223,306
1837,face serum,98.47457627118644,306
1838,face wash,99.23954372623575,306
1839,toner,95.84905660377359,306
1840,toothpaste,88.00000000000001,306
1841,overall,98.25,306
1842,face moisturizer,98.7218045112782,307
1843,face serum,98.41004184100419,307
1844,face wash,99.51724137931033,307
1845,toner,95.12820512820512,307
1846,toothpaste,88.57142857142858,307
1847,overall,98.5,307
1848,face moisturizer,98.08823529411764,308
1849,face serum,98.8695652173913,308
1850,face wash,99.43661971830986,308
1851,toner,96.13636363636363,308
1852,toothpaste,76.66666666666667,308
1853,overall,98.38636363636363,308
1854,face moisturizer,98.83561643835617,309
1855,face serum,97.89915966386556,309
1856,face wash,99.0625,309
1857,toner,96.51162790697674,309
1858,toothpaste,82.5,309
1859,overall,98.27272727272728,309
1860,face moisturizer,98.80701754385966,310
1861,face serum,98.54700854700855,310
1862,face wash,99.33333333333334,310
1863,toner,96.04651162790697,310
1864,toothpaste,88.00000000000001,310
1865,overall,98.56818181818183,310
1866,face moisturizer,99.20792079207921,311
1867,face serum,98.70445344129554,311
1868,face wash,99.68,311
1869,toner,95.06493506493506,311
1870,toothpaste,80.0,311
1871,overall,98.77272727272727,311
1872,face moisturizer,98.97058823529412,312
1873,face serum,99.61538461538461,312
1874,face wash,99.11111111111111,312
1875,toner,97.63157894736842,312
1876,toothpaste,70.0,312
1877,overall,99.02272727272728,312
1878,face moisturizer,99.0,313
1879,face serum,99.18032786885244,313
1880,face wash,99.5539033457249,313
1881,toner,96.9047619047619,313
1882,toothpaste,80.0,313
1883,overall,98.95454545454545,313
1884,face moisturizer,99.41368078175896,314
1885,face serum,98.92116182572614,314
1886,face wash,99.37743190661479,314
1887,toner,97.64705882352942,314
1888,toothpaste,94.28571428571428,314
1889,overall,99.09090909090908,314
1890,face moisturizer,99.44827586206897,315
1891,face serum,98.43621399176955,315
1892,face wash,99.20634920634922,315
1893,toner,97.52808988764045,315
1894,toothpaste,83.33333333333334,315
1895,overall,98.79545454545455,315
1896,face moisturizer,99.37716262975778,316
1897,face serum,98.11475409836066,316
1898,face wash,99.25373134328359,316
1899,toner,94.16666666666667,316
1900,toothpaste,85.71428571428571,316
1901,overall,98.45454545454547,316
1902,face moisturizer,99.19463087248323,317
1903,face serum,97.88135593220339,317
1904,face wash,99.36,317
1905,toner,96.48351648351647,317
1906,toothpaste,88.00000000000001,317
1907,overall,98.54545454545456,317
1908,face moisturizer,98.88111888111888,318
1909,face serum,98.55319148936171,318
1910,face wash,99.61832061068702,318
1911,toner,97.04545454545455,318
1912,toothpaste,64.44444444444444,318
1913,overall,98.47727272727272,318
1914,face moisturizer,99.01754385964911,319
1915,face serum,98.87445887445887,319
1916,face wash,98.97810218978103,319
1917,toner,98.31325301204818,319
1918,toothpaste,65.71428571428571,319
1919,overall,98.63636363636363,319
1920,face moisturizer,98.63481228668942,320
1921,face serum,98.08695652173913,320
1922,face wash,99.61389961389962,320
1923,toner,97.20430107526882,320
1924,toothpaste,96.0,320
1925,overall,98.61363636363636,320
1926,face moisturizer,99.02621722846442,321
1927,face serum,97.54098360655738,321
1928,face wash,99.23344947735193,321
1929,toner,95.73333333333333,321
1930,toothpaste,91.42857142857143,321
1931,overall,98.3409090909091,321
1932,face moisturizer,99.42652329749103,322
1933,face serum,98.87445887445887,322
1934,face wash,99.49640287769783,322
1935,toner,96.66666666666666,322
1936,toothpaste,85.0,322
1937,overall,98.9090909090909,322
1938,face moisturizer,98.85135135135134,323
1939,face serum,97.44292237442922,323
1940,face wash,99.27536231884059,323
1941,toner,99.76470588235294,323
1942,toothpaste,100.0,323
1943,overall,98.72727272727273,323
1944,face moisturizer,98.54545454545456,324
1945,face serum,98.671875,324
1946,face wash,99.31297709923663,324
1947,toner,97.34939759036145,324
1948,toothpaste,85.0,324
1949,overall,98.63636363636363,324
1950,face moisturizer,98.99280575539568,325
1951,face serum,98.72881355932203,325
1952,face wash,99.70588235294117,325
1953,toner,97.20930232558139,325
1954,toothpaste,100.0,325
1955,overall,98.97727272727273,325
1956,face moisturizer,98.72483221476512,326
1957,face serum,98.56573705179284,326
1958,face wash,99.59016393442623,326
1959,toner,97.07317073170731,326
1960,toothpaste,76.0,326
1961,overall,98.63636363636363,326
1962,face moisturizer,98.74172185430463,327
1963,face serum,98.00829875518673,327
1964,face wash,99.37007874015748,327
1965,toner,95.9493670886076,327
1966,toothpaste,85.0,327
1967,overall,98.4090909090909,327
1968,face moisturizer,98.2876712328767,328
1969,face serum,98.11023622047244,328
1970,face wash,99.10569105691056,328
1971,toner,98.29268292682927,328
1972,toothpaste,86.66666666666666,328
1973,overall,98.38636363636363,328
1974,face moisturizer,98.7218045112782,329
1975,face serum,98.00000000000001,329
1976,face wash,99.42492012779553,329
1977,toner,98.95833333333334,329
1978,toothpaste,88.00000000000001,329
1979,overall,98.77272727272727,329
1980,face moisturizer,99.28057553956835,330
1981,face serum,98.83817427385893,330
1982,face wash,99.43262411347519,330
1983,toner,99.21052631578947,330
1984,toothpaste,93.33333333333333,330
1985,overall,99.18181818181819,330
1986,face moisturizer,98.94736842105264,331
1987,face serum,97.89954337899542,331
1988,face wash,99.3233082706767,331
1989,toner,95.47619047619047,331
1990,toothpaste,94.28571428571428,331
1991,overall,98.43181818181819,331
1992,face moisturizer,98.4452296819788,332
1993,face serum,97.6271186440678,332
1994,face wash,99.28000000000002,332
1995,toner,95.96330275229357,332
1996,toothpaste,90.0,332
1997,overall,98.13636363636364,332
1998,face moisturizer,98.61003861003861,333
1999,face serum,99.40928270042194,333
2000,face wash,99.30313588850174,333
2001,toner,98.24175824175825,333
2002,toothpaste,86.66666666666666,333
2003,overall,98.93181818181817,333
2004,face moisturizer,98.65771812080537,334
2005,face serum,98.65546218487395,334
2006,face wash,99.54887218045113,334
2007,toner,98.37837837837839,334
2008,toothpaste,100.0,334
2009,overall,98.9090909090909,334
2010,face moisturizer,98.88888888888889,335
2011,face serum,98.75,335
2012,face wash,99.32075471698113,335
2013,toner,97.28395061728395,335
2014,toothpaste,90.0,335
2015,overall,98.77272727272727,335
2016,face moisturizer,98.39160839160839,336
2017,face serum,98.89830508474576,336
2018,face wash,99.47761194029852,336
2019,toner,96.50000000000001,336
2020,toothpaste,86.0,336
2021,overall,98.54545454545456,336
2022,face moisturizer,98.86792452830188,337
2023,face serum,98.34024896265561,337
2024,face wash,99.49458483754512,337
2025,toner,98.44444444444444,337
2026,toothpaste,82.85714285714286,337
2027,overall,98.75,337
2028,face moisturizer,98.45117845117845,338
2029,face serum,98.50622406639005,338
2030,face wash,99.51612903225806,338
2031,toner,97.75280898876404,338
2032,toothpaste,92.0,338
2033,overall,98.6590909090909,338
2034,face moisturizer,99.25675675675676,339
2035,face serum,98.30645161290322,339
2036,face wash,99.3103448275862,339
2037,toner,96.95652173913044,339
2038,toothpaste,85.0,339
2039,overall,98.56818181818183,339
2040,face moisturizer,98.8118811881188,340
2041,face serum,99.1869918699187,340
2042,face wash,99.50207468879668,340
2043,toner,95.18072289156626,340
2044,toothpaste,91.42857142857143,340
2045,overall,98.70454545454545,340
2046,face moisturizer,98.72340425531915,341
2047,face serum,98.07531380753139,341
2048,face wash,98.62348178137651,341
2049,toner,96.03960396039604,341
2050,toothpaste,92.72727272727273,341
2051,overall,98.13636363636364,341
2052,face moisturizer,99.03114186851211,342
2053,face serum,98.8663967611336,342
2054,face wash,99.453125,342
2055,toner,98.9873417721519,342
2056,toothpaste,84.44444444444444,342
2057,overall,98.95454545454545,342
2058,face moisturizer,99.05405405405405,343
2059,face serum,97.39534883720931,343
2060,face wash,98.80149812734082,343
2061,toner,96.3265306122449,343
2062,toothpaste,80.0,343
2063,overall,98.18181818181819,343
2064,face moisturizer,98.54785478547855,344
2065,face serum,98.75555555555555,344
2066,face wash,99.6923076923077,344
2067,toner,98.16091954022988,344
2068,toothpaste,88.00000000000001,344
2069,overall,98.84090909090911,344
2070,face moisturizer,99.60655737704919,345
2071,face serum,98.19004524886878,345
2072,face wash,98.9090909090909,345
2073,toner,97.5,345
2074,toothpaste,82.85714285714286,345
2075,overall,98.72727272727273,345
2076,face moisturizer,99.39163498098858,346
2077,face serum,98.85057471264368,346
2078,face wash,99.5017793594306,346
2079,toner,98.00000000000001,346
2080,toothpaste,88.00000000000001,346
2081,overall,99.09090909090908,346
2082,face moisturizer,99.24137931034484,347
2083,face serum,99.25925925925925,347
2084,face wash,99.56989247311829,347
2085,toner,96.88888888888889,347
2086,toothpaste,84.00000000000001,347
2087,overall,99.02272727272728,347
2088,face moisturizer,98.88111888111888,348
2089,face serum,99.40170940170941,348
2090,face wash,99.15057915057915,348
2091,toner,97.29166666666667,348
2092,toothpaste,100.0,348
2093,overall,98.93181818181817,348
2094,face moisturizer,98.84892086330936,349
2095,face serum,97.93388429752066,349
2096,face wash,99.55882352941175,349
2097,toner,96.14457831325302,349
2098,toothpaste,100.0,349
2099,overall,98.56818181818183,349
2100,face moisturizer,98.81533101045295,350
2101,face serum,98.35748792270532,350
2102,face wash,99.51219512195122,350
2103,toner,95.33333333333334,350
2104,toothpaste,88.8888888888889,350
2105,overall,98.47727272727272,350
2106,face moisturizer,99.17241379310346,351
2107,face serum,98.28326180257511,351
2108,face wash,99.38461538461539,351
2109,toner,96.55913978494624,351
2110,toothpaste,80.0,351
2111,overall,98.63636363636363,351
2112,face moisturizer,99.20529801324504,352
2113,face serum,98.68217054263566,352
2114,face wash,99.14163090128754,352
2115,toner,97.53086419753087,352
2116,toothpaste,86.66666666666666,352
2117,overall,98.79545454545455,352
2118,face moisturizer,98.62318840579711,353
2119,face serum,98.79828326180258,353
2120,face wash,98.9051094890511,353
2121,toner,98.65168539325843,353
2122,toothpaste,87.5,353
2123,overall,98.6590909090909,353
2124,face moisturizer,98.77697841726618,354
2125,face serum,98.32000000000001,354
2126,face wash,99.46969696969697,354
2127,toner,96.34146341463415,354
2128,toothpaste,100.0,354
2129,overall,98.63636363636363,354
2130,face moisturizer,99.3661971830986,355
2131,face serum,98.75,355
2132,face wash,98.79245283018868,355
2133,toner,94.78260869565217,355
2134,toothpaste,100.0,355
2135,overall,98.6590909090909,355
2136,face moisturizer,99.17241379310346,356
2137,face serum,98.63013698630138,356
2138,face wash,99.56363636363636,356
2139,toner,95.52941176470588,356
2140,toothpaste,96.36363636363636,356
2141,overall,98.77272727272727,356
2142,face moisturizer,99.10034602076125,357
2143,face serum,98.2051282051282,357
2144,face wash,99.34782608695653,357
2145,toner,96.4705882352941,357
2146,toothpaste,87.69230769230771,357
2147,overall,98.56818181818183,357
2148,face moisturizer,98.87323943661971,358
2149,face serum,98.8495575221239,358
2150,face wash,99.4890510948905,358
2151,toner,99.09090909090908,358
2152,toothpaste,82.5,358
2153,overall,98.93181818181817,358
2154,face moisturizer,98.36298932384342,359
2155,face serum,98.59375,359
2156,face wash,99.42652329749103,359
2157,toner,95.9322033898305,359
2158,toothpaste,84.00000000000001,359
2159,overall,98.52272727272727,359
2160,face moisturizer,99.39393939393939,360
2161,face serum,97.99256505576209,360
2162,face wash,99.13043478260869,360
2163,toner,96.36363636363636,360
2164,toothpaste,96.66666666666666,360
2165,overall,98.56818181818183,360
2166,face moisturizer,98.99613899613901,361
2167,face serum,98.38461538461539,361
2168,face wash,99.4425087108014,361
2169,toner,96.11940298507463,361
2170,toothpaste,85.71428571428571,361
2171,overall,98.63636363636363,361
2172,face moisturizer,98.75,362
2173,face serum,95.80645161290322,362
2174,face wash,98.92307692307692,362
2175,toner,98.76543209876543,362
2176,toothpaste,100.0,362
2177,overall,97.97727272727272,362
2178,face moisturizer,99.1156462585034,363
2179,face serum,96.56862745098039,363
2180,face wash,99.50530035335689,363
2181,toner,97.44680851063829,363
2182,toothpaste,80.0,363
2183,overall,98.36363636363636,363
2184,face moisturizer,99.24137931034484,364
2185,face serum,97.61702127659575,364
2186,face wash,99.7090909090909,364
2187,toner,97.6,364
2188,toothpaste,76.0,364
2189,overall,98.68181818181819,364
2190,face moisturizer,99.44055944055943,365
2191,face serum,98.63247863247864,365
2192,face wash,99.02255639097743,365
2193,toner,96.94117647058823,365
2194,toothpaste,77.77777777777779,365
2195,overall,98.63636363636363,365
2196,face moisturizer,99.09433962264151,366
2197,face serum,97.92828685258964,366
2198,face wash,99.28571428571429,366
2199,toner,97.85714285714286,366
2200,overall,98.70454545454545,366
2201,face moisturizer,98.46666666666665,367
2202,face serum,99.375,367
2203,face wash,99.34065934065934,367
2204,toner,97.5609756097561,367
2205,toothpaste,100.0,367
2206,overall,98.88636363636364,367
2207,face moisturizer,99.21146953405018,368
2208,face serum,97.84615384615385,368
2209,face wash,99.31297709923663,368
2210,toner,96.48648648648648,368
2211,toothpaste,96.0,368
2212,overall,98.5909090909091,368
2213,face moisturizer,98.55172413793105,369
2214,face serum,99.16666666666666,369
2215,face wash,99.45736434108528,369
2216,toner,98.63636363636363,369
2217,toothpaste,80.0,369
2218,overall,98.9090909090909,369
2219,face moisturizer,98.83959044368599,370
2220,face serum,98.44827586206897,370
2221,face wash,99.00709219858156,370
2222,toner,96.875,370
2223,toothpaste,80.0,370
2224,overall,98.45454545454547,370
2225,face moisturizer,99.1025641025641,371
2226,face serum,98.99082568807339,371
2227,face wash,99.45525291828794,371
2228,toner,97.01149425287356,371
2229,toothpaste,70.0,371
2230,overall,98.77272727272727,371
2231,face moisturizer,98.76288659793815,372
2232,face serum,99.10313901345292,372
2233,face wash,99.12087912087912,372
2234,toner,97.04545454545455,372
2235,toothpaste,76.0,372
2236,overall,98.6590909090909,372
2237,face moisturizer,98.371335504886,373
2238,face serum,98.7603305785124,373
2239,face wash,99.23954372623575,373
2240,toner,97.3134328358209,373
2241,toothpaste,80.0,373
2242,overall,98.63636363636363,373
2243,face moisturizer,98.73684210526315,374
2244,face serum,99.32489451476793,374
2245,face wash,99.69581749049429,374
2246,toner,98.16091954022988,374
2247,toothpaste,92.5,374
2248,overall,99.06818181818181,374
2249,face moisturizer,98.78378378378379,375
2250,face serum,98.2051282051282,375
2251,face wash,99.375,375
2252,toner,96.70588235294117,375
2253,toothpaste,93.33333333333333,375
2254,overall,98.54545454545456,375
2255,face moisturizer,98.81578947368422,376
2256,face serum,98.2051282051282,376
2257,face wash,99.12,376
2258,toner,96.22222222222221,376
2259,toothpaste,70.0,376
2260,overall,98.4090909090909,376
2261,face moisturizer,99.2779783393502,377
2262,face serum,97.93650793650795,377
2263,face wash,99.17293233082705,377
2264,toner,96.54320987654322,377
2265,toothpaste,80.0,377
2266,overall,98.52272727272727,377
2267,face moisturizer,98.984375,378
2268,face serum,98.97872340425533,378
2269,face wash,99.4,378
2270,toner,97.0,378
2271,toothpaste,88.8888888888889,378
2272,overall,98.84090909090911,378
2273,face moisturizer,99.52054794520548,379
2274,face serum,99.73214285714288,379
2275,face wash,99.62686567164178,379
2276,toner,98.16091954022988,379
2277,toothpaste,62.22222222222222,379
2278,overall,99.09090909090908,379
2279,face moisturizer,99.15708812260536,380
2280,face serum,98.06451612903227,380
2281,face wash,99.43262411347519,380
2282,toner,95.47619047619047,380
2283,toothpaste,84.00000000000001,380
2284,overall,98.5,380
2285,face moisturizer,97.94871794871796,381
2286,face serum,98.2127659574468,381
2287,face wash,99.56363636363636,381
2288,toner,94.09090909090908,381
2289,toothpaste,77.77777777777779,381
2290,overall,97.93181818181817,381
2291,face moisturizer,99.52054794520548,382
2292,face serum,97.81818181818181,382
2293,face wash,99.08396946564885,382
2294,toner,98.3157894736842,382
2295,toothpaste,90.90909090909092,382
2296,overall,98.72727272727273,382
2297,face moisturizer,98.98305084745763,383
2298,face serum,98.58921161825727,383
2299,face wash,99.08745247148289,383
2300,toner,97.94871794871796,383
2301,toothpaste,100.0,383
2302,overall,98.8181818181818,383
2303,face moisturizer,98.5239852398524,384
2304,face serum,98.24561403508773,384
2305,face wash,99.10344827586206,384
2306,toner,96.86746987951807,384
2307,toothpaste,70.0,384
2308,overall,98.22727272727272,384
2309,face moisturizer,99.01408450704226,385
2310,face serum,98.70129870129871,385
2311,face wash,99.13043478260869,385
2312,toner,98.25,385
2313,toothpaste,93.33333333333333,385
2314,overall,98.84090909090911,385
2315,face moisturizer,99.05063291139241,386
2316,face serum,98.31111111111112,386
2317,face wash,99.28853754940711,386
2318,toner,97.43589743589742,386
2319,toothpaste,87.5,386
2320,overall,98.68181818181819,386
2321,face moisturizer,98.3617747440273,387
2322,face serum,99.0677966101695,387
2323,face wash,99.61977186311786,387
2324,toner,98.13953488372093,387
2325,toothpaste,90.0,387
2326,overall,98.88636363636364,387
2327,face moisturizer,99.04436860068259,388
2328,face serum,99.50413223140495,388
2329,face wash,99.45736434108528,388
2330,toner,96.94117647058823,388
2331,toothpaste,100.0,388
2332,overall,99.09090909090908,388
2333,face moisturizer,99.26666666666665,389
2334,face serum,99.19642857142857,389
2335,face wash,99.03225806451613,389
2336,toner,98.18181818181819,389
2337,toothpaste,68.88888888888889,389
2338,overall,98.75,389
2339,face moisturizer,98.88111888111888,390
2340,face serum,98.3710407239819,390
2341,face wash,99.46768060836503,390
2342,toner,97.69230769230771,390
2343,toothpaste,80.0,390
2344,overall,98.6590909090909,390
2345,face moisturizer,98.3838383838384,391
2346,face serum,98.70967741935483,391
2347,face wash,99.76,391
2348,toner,97.83132530120483,391
2349,toothpaste,70.0,391
2350,overall,98.75,391
2351,face moisturizer,98.85521885521887,392
2352,face serum,98.6784140969163,392
2353,face wash,99.55719557195572,392
2354,toner,97.75,392
2355,toothpaste,76.0,392
2356,overall,98.79545454545455,392
2357,face moisturizer,98.92086330935251,393
2358,face serum,97.48953974895397,393
2359,face wash,99.18819188191883,393
2360,toner,97.5,393
2361,toothpaste,85.0,393
2362,overall,98.4090909090909,393
2363,face moisturizer,98.37662337662337,394
2364,face serum,98.58267716535434,394
2365,face wash,98.97872340425533,394
2366,toner,96.9230769230769,394
2367,toothpaste,80.0,394
2368,overall,98.36363636363636,394
2369,face moisturizer,98.62068965517243,395
2370,face serum,98.56502242152466,395
2371,face wash,99.2619926199262,395
2372,toner,96.08695652173913,395
2373,toothpaste,95.0,395
2374,overall,98.52272727272727,395
2375,face moisturizer,99.14285714285714,396
2376,face serum,98.88888888888889,396
2377,face wash,99.68253968253968,396
2378,toner,98.02197802197803,396
2379,toothpaste,72.0,396
2380,overall,98.95454545454545,396
2381,face moisturizer,98.58267716535434,397
2382,face serum,98.8646288209607,397
2383,face wash,99.80327868852459,397
2384,toner,98.82352941176471,397
2385,toothpaste,85.71428571428571,397
2386,overall,99.0,397
2387,face moisturizer,99.453125,398
2388,face serum,99.02439024390245,398
2389,face wash,99.1095890410959,398
2390,toner,97.61904761904762,398
2391,toothpaste,90.0,398
2392,overall,99.02272727272728,398
2393,face moisturizer,99.66887417218541,399
2394,face serum,98.38709677419354,399
2395,face wash,99.38461538461539,399
2396,toner,98.7878787878788,399
2397,toothpaste,100.0,399
2398,overall,99.1590909090909,399
2399,face moisturizer,99.01060070671377,400
2400,face serum,98.1981981981982,400
2401,face wash,99.62686567164178,400
2402,toner,98.55670103092784,400
2403,toothpaste,96.0,400
2404,overall,98.9090909090909,400
2405,face moisturizer,99.23344947735193,401
2406,face serum,99.07335907335909,401
2407,face wash,99.37743190661479,401
2408,toner,98.33333333333334,401
2409,toothpaste,92.0,401
2410,overall,99.11363636363637,401
2411,face moisturizer,98.58657243816256,402
2412,face serum,98.30645161290322,402
2413,face wash,99.15708812260536,402
2414,toner,95.1219512195122,402
2415,toothpaste,100.0,402
2416,overall,98.36363636363636,402
2417,face moisturizer,99.39597315436242,403
2418,face serum,98.63247863247864,403
2419,face wash,99.01140684410647,403
2420,toner,99.48051948051948,403
2421,toothpaste,95.0,403
2422,overall,99.04545454545455,403
2423,face moisturizer,99.08196721311475,404
2424,face serum,98.94308943089432,404
2425,face wash,99.1769547325103,404
2426,toner,96.50000000000001,404
2427,toothpaste,90.0,404
2428,overall,98.77272727272727,404
2429,face moisturizer,99.61977186311786,405
